genres,id,original_language,release_date,runtime,title,vote_average,director
Drama Romance Western,21355,en,12/11/2000,117,All the Pretty Horses,5.8,Billy Bob Thornton
History Drama,10858,en,12/22/1995,192,Nixon,7.1,Oliver Stone
Thriller Mystery,11439,en,2/12/2010,128,The Ghost Writer,6.7,Roman Polanski
Adventure Action Horror Science Fiction,9457,en,1/30/1998,106,Deep Rising,6,Stephen Sommers
Drama War,12412,en,9/15/2008,160,Miracle at St. Anna,6.3,Spike Lee
Action Drama Fantasy,1494,zh,12/21/2006,114,Curse of the Golden Flower,6.6,Zhang Yimou
Action Crime Thriller,13184,en,8/21/2008,99,Bangkok Dangerous,5,Danny Pang
Action Comedy Thriller,2185,en,4/5/2002,85,Big Trouble,6.3,Barry Sonnenfeld
Drama Romance,6639,en,10/4/2007,139,Love in the Time of Cholera,6.4,Mike Newell
Action Thriller,38153,en,1/31/1997,103,Shadow Conspiracy,4,George P. Cosmatos
Crime Adventure Action Comedy Thriller,58233,en,9/15/2011,101,Johnny English Reborn,6,Oliver Parker
Animation Action Comedy Family,116977,en,6/15/2012,87,Foodfight!,2.3,Lawrence Kasanoff
Drama Thriller,68734,en,10/11/2012,120,Argo,7.1,Ben Affleck
Adventure Action Thriller Crime Mystery,5503,en,8/6/1993,130,The Fugitive,7.2,Andrew Davis
Action,27573,en,3/16/2010,110,The Bounty Hunter,5.5,Andy Tennant
Crime Drama Thriller,819,en,10/18/1996,147,Sleepers,7.3,Barry Levinson
Action Adventure Thriller War,1369,en,5/21/1985,96,Rambo: First Blood Part II,6.3,George P. Cosmatos
Drama Thriller,9623,en,2/2/1996,118,The Juror,5.5,Brian Gibson
Animation Family,10895,en,2/23/1940,88,Pinocchio,6.9,Ben Sharpsteen
Action Drama History Western,10935,en,11/19/1980,219,Heaven's Gate,6.4,Michael Cimino
Fantasy Action Science Fiction Thriller,834,en,1/12/2006,106,Underworld: Evolution,6.4,Len Wiseman
Drama Science Fiction Thriller,228066,en,11/10/2015,109,Victor Frankenstein,5.6,Paul McGuigan
Drama,711,en,12/21/2000,136,Finding Forrester,7,Gus Van Sant
Comedy Drama,10468,en,4/6/2000,103,28 Days,6,Betty Thomas
Action Crime,10027,en,2/2/2005,103,Unleashed,6.6,Louis Leterrier
Romance Comedy,11812,en,4/12/2002,84,The Sweetest Thing,5.3,Roger Kumble
Drama Mystery Thriller,37233,en,6/30/1993,154,The Firm,6.6,Sydney Pollack
Drama,37950,en,5/1/2010,99,Charlie St. Cloud,6.8,Burr Steers
Action Thriller Crime,27582,en,1/13/2011,93,The Mechanic,6.3,Simon West
Action Comedy Crime,64688,en,3/12/2012,109,21 Jump Street,6.7,Phil Lord
Romance Comedy Drama,509,en,5/13/1999,124,Notting Hill,7,Roger Michell
Animation Comedy Family,7443,en,6/21/2000,84,Chicken Run,6.5,Nick Park
Comedy Romance,5966,en,1/16/2004,90,Along Came Polly,5.8,John Hamburg
Comedy Romance,11066,en,6/30/1992,117,Boomerang,5.4,Reginald Hudlin
Action Comedy Crime,136795,en,6/27/2013,117,The Heat,6.5,Paul Feig
Drama History Romance,8095,en,6/12/1963,248,Cleopatra,6.7,Joseph L. Mankiewicz
Comedy,87826,en,10/11/2012,105,Here Comes the Boom,6,Frank Coraci
Drama Mystery Thriller Crime,11560,en,4/3/2002,115,High Crimes,6.1,Carl Franklin
Comedy Drama Romance,25189,en,11/15/1996,126,The Mirror Has Two Faces,6.5,Barbra Streisand
Drama Horror Mystery,2637,en,1/25/2002,119,The Mothman Prophecies,6.1,Mark Pellington
Comedy,18480,en,7/8/2009,83,Brüno,5.4,Larry Charles
Adventure Action Thriller,709,en,7/7/1989,133,Licence to Kill,5.9,John Glen
Fantasy Thriller Horror,49730,en,3/11/2011,100,Red Riding Hood,5.6,Catherine Hardwicke
Action Crime Thriller,2749,en,3/1/2001,120,15 Minutes,5.7,
Adventure Comedy Family Fantasy,9607,en,5/28/1993,104,Super Mario Bros.,4,Annabel Jankel
Crime Drama Thriller,1830,en,9/16/2005,122,Lord of War,7,Andrew Niccol
Drama Adventure Action History,79,zh,12/19/2002,99,Hero,7.2,Zhang Yimou
Action Comedy Crime,54054,en,1/26/2012,91,One for the Money,5.3,Julie Anne Robinson
Action Comedy,228967,en,12/25/2014,112,The Interview,6.1,Seth Rogen
Adventure Fantasy Action Western Thriller,46528,en,12/2/2010,100,The Warrior's Way,6.3,Sngmoo Lee
Action Comedy Crime,27936,fr,10/28/2009,100,Micmacs,6.8,Jean-Pierre Jeunet
Drama,65,en,11/8/2002,110,8 Mile,6.8,Curtis Hanson
Adventure Comedy Animation,280391,fr,4/8/2015,100,Why I Did (Not) Eat My Father,5.3,Jamel Debbouze
Adventure Drama Romance Action,9476,en,5/11/2001,132,A Knight's Tale,6.6,Brian Helgeland
Thriller Fantasy Action Comedy,10610,en,8/15/2003,88,The Medallion,5.3,Gordon Chan
Mystery Thriller Drama,745,en,8/6/1999,107,The Sixth Sense,7.7,M. Night Shyamalan
Action Thriller Crime,49527,en,1/13/2012,102,Man on a Ledge,6.2,Asger Leth
Comedy,73937,en,10/13/2011,100,The Big Year,5.6,David Frankel
Drama,1885,en,6/22/1984,126,The Karate Kid,6.9,John G. Avildsen
Drama Crime,168672,en,12/12/2013,138,American Hustle,6.8,David O. Russell
Comedy Romance Drama,18240,en,6/1/2009,108,The Proposal,6.7,Anne Fletcher
Crime Drama Mystery Thriller,10398,en,9/24/1999,105,Double Jeopardy,6.2,Bruce Beresford
Adventure Comedy Family Science Fiction,165,en,11/20/1989,108,Back to the Future Part II,7.4,Robert Zemeckis
Action Science Fiction,240832,en,7/14/2014,89,Lucy,6.3,Luc Besson
Drama Romance Thriller,216015,en,2/11/2015,125,Fifty Shades of Grey,5.2,Sam Taylor-Johnson
Action Adventure Comedy Family Science Fiction,12279,en,7/25/2003,84,Spy Kids 3-D: Game Over,4.7,Robert Rodriguez
Crime Drama Thriller,1645,en,7/24/1996,149,A Time to Kill,7,Joel Schumacher
Comedy,11007,en,12/24/2003,98,Cheaper by the Dozen,6,Shawn Levy
Action Drama Thriller War,193756,en,12/24/2013,121,Lone Survivor,7.4,Peter Berg
Comedy,11287,en,7/1/1992,128,A League of Their Own,6.7,Penny Marshall
Horror,259693,en,5/13/2016,134,The Conjuring 2,7,James Wan
Drama,37799,en,9/30/2010,120,The Social Network,7.1,David Fincher
Comedy Romance Drama,10184,en,2/6/2009,129,He's Just Not That Into You,6.2,Ken Kwapis
Comedy,4257,en,4/13/2006,83,Scary Movie 4,5.3,David Zucker
Horror Mystery,4234,en,2/3/2000,116,Scream 3,5.7,Wes Craven
Adventure Comedy Family Science Fiction,196,en,5/25/1990,118,Back to the Future Part III,7.1,Robert Zemeckis
Comedy,257091,en,3/26/2015,100,Get Hard,5.9,Etan Cohen
Romance Horror,6114,en,11/13/1992,128,Dracula,7.1,Francis Ford Coppola
Romance Drama,24803,en,8/6/2009,123,Julie & Julia,6.6,Nora Ephron
Drama,109410,en,4/12/2013,128,42,6.8,Brian Helgeland
Thriller Crime Drama,1213,en,12/25/1999,139,The Talented Mr. Ripley,7,Anthony Minghella
Comedy,100042,en,11/12/2014,110,Dumb and Dumber To,5.4,Bobby Farrelly
Adventure Drama Family,9036,en,2/17/2006,120,Eight Below,6.7,Frank Marshall
Comedy,257211,en,9/24/2015,121,The Intern,7.1,Nancy Meyers
Action Comedy,323675,en,1/14/2016,102,Ride Along 2,6.1,Tim Story
Action Adventure Drama History Romance,9361,en,9/25/1992,112,The Last of the Mohicans,7.1,Michael Mann
Drama Music,1677,en,10/29/2004,152,Ray,7.2,Taylor Hackford
Action Thriller Crime,187,en,4/1/2005,124,Sin City,7.2,Robert Rodriguez
Drama Action Thriller Crime,7461,en,2/1/2008,90,Vantage Point,6.2,Pete Travis
Comedy,16538,en,3/20/2009,105,"I Love You, Man",6.5,John Hamburg
Comedy Romance,9889,en,11/1/2001,114,Shallow Hal,5.7,Bobby Farrelly
Drama Thriller History,820,en,12/20/1991,189,JFK,7.5,Oliver Stone
Comedy Crime,11565,en,1/26/2006,99,Big Momma's House 2,5.4,John Whitesell
Action Comedy Crime Romance,6073,en,3/1/2001,123,The Mexican,5.8,Gore Verbinski
Comedy,16996,en,3/11/2009,102,17 Again,6.1,Burr Steers
Comedy Romance,193610,en,4/16/2014,109,The Other Woman,6.2,Nick Cassavetes
Horror Mystery,19912,en,8/26/2009,82,The Final Destination,5.4,David R. Ellis
Thriller Drama,296098,en,10/15/2015,141,Bridge of Spies,7.2,Steven Spielberg
Action Drama Thriller War,8007,en,11/17/2001,106,Behind Enemy Lines,6,John Moore
Comedy,32823,en,6/4/2010,109,Get Him to the Greek,5.9,Nicholas Stoller
Drama Romance Comedy,4380,en,10/15/2004,107,Shall We Dance?,5.9,Peter Chelsom
Comedy Adventure Fantasy Science Fiction Action,11551,en,7/10/1998,110,Small Soldiers,6.2,Joe Dante
Action Adventure Fantasy Horror Science Fiction,10336,en,7/31/1997,96,Spawn,5,Mark A.Z. Dipp\u00e9
Action Adventure Drama Thriller,11362,en,1/23/2002,131,The Count of Monte Cristo,7.3,Kevin Reynolds
Crime Drama Thriller,50348,en,3/17/2011,119,The Lincoln Lawyer,7,Brad Furman
Action Mystery Thriller,48138,en,2/16/2011,113,Unknown,6.5,Jaume Collet-Serra
Drama Mystery Thriller,1124,en,10/19/2006,130,The Prestige,8,Christopher Nolan
Comedy,227159,en,11/26/2014,108,Horrible Bosses 2,6.1,Sean Anders
Animation Comedy Adventure Family Science Fiction,68179,en,2/14/2013,89,Escape from Planet Earth,5.7,Callan Brunker
Action Adventure Drama Thriller,1579,en,12/7/2006,139,Apocalypto,7.3,Mel Gibson
Action Adventure Thriller,708,en,6/29/1987,130,The Living Daylights,6.2,John Glen
Action Science Fiction Adventure Thriller,34851,en,7/3/2010,107,Predators,6,Nimr\u00f3d Antal
Comedy Crime Drama Romance Thriller,9930,en,6/18/1986,116,Legal Eagles,5.8,Ivan Reitman
Thriller Mystery,1586,en,3/12/2004,96,Secret Window,6.4,David Koepp
Romance Drama Mystery,2044,en,6/16/2006,99,The Lake House,6.5,Alejandro Agresti
Drama Horror Mystery Thriller,9913,en,7/29/2005,104,The Skeleton Key,6.4,Iain Softley
Fantasy Drama Comedy Family,71864,en,8/15/2012,105,The Odd Life of Timothy Green,6.5,Peter Hedges
Comedy Romance,10761,en,5/2/2008,101,Made of Honor,6,Paul Weiland
Music Drama,209451,en,6/5/2014,134,Jersey Boys,6.8,Clint Eastwood
Drama Crime Thriller,11975,en,11/18/1997,135,The Rainmaker,6.7,Francis Ford Coppola
Horror Thriller,4970,en,11/21/2003,98,Gothika,5.8,Mathieu Kassovitz
Drama History Mystery,11831,en,12/3/1997,155,Amistad,6.8,Steven Spielberg
Adventure,9096,en,2/7/1992,106,Medicine Man,5.8,John McTiernan
Fantasy Action Science Fiction Thriller Horror,440,en,12/25/2007,94,Aliens vs Predator: Requiem,4.9,Colin Strause
Comedy Family,11011,en,12/19/1994,95,Ri¢hie Ri¢h,5.4,Donald Petrie
Drama Romance,10641,en,8/11/2000,103,Autumn in New York,5.7,Joan Chen
Comedy Music Romance,11172,en,2/9/2007,96,Music and Lyrics,6.2,Marc Lawrence
Adventure Comedy Science Fiction,39513,en,2/14/2011,104,Paul,6.5,Greg Mottola
Comedy,82687,en,12/19/2012,95,The Guilt Trip,5.4,Anne Fletcher
Horror Mystery,41446,en,4/11/2011,111,Scream 4,6.1,Wes Craven
Thriller Crime Mystery,8224,en,2/26/1999,123,8MM,6.1,Joel Schumacher
Drama Music,10537,en,3/1/1991,140,The Doors,6.7,Oliver Stone
Comedy,225886,en,7/17/2014,97,Sex Tape,5.3,Jake Kasdan
Comedy Drama,10385,en,2/16/2000,94,Hanging Up,5,Diane Keaton
Horror Mystery,55779,en,8/12/2011,92,Final Destination 5,5.9,Steven Quale
Comedy Crime Romance,10154,en,8/16/1999,102,Mickey Blue Eyes,5.3,Kelly Makin
Drama Romance,10647,en,10/12/2000,122,Pay It Forward,7,Mimi Leder
Comedy Drama Romance,11431,en,4/6/2005,103,Fever Pitch,5.9,Bobby Farrelly
Comedy,8457,en,3/20/2008,102,Drillbit Taylor,5.5,Steven Brill
Comedy Western,188161,en,5/22/2014,116,A Million Ways to Die in the West,5.8,Seth MacFarlane
Adventure Fantasy Action Thriller Science Fiction,8850,en,7/1/1994,108,The Shadow,5.4,Russell Mulcahy
Drama,64685,en,12/24/2011,129,Extremely Loud & Incredibly Close,6.9,Stephen Daldry
Comedy Drama Romance,38357,en,1/12/2010,102,Morning Glory,6.1,Roger Michell
Drama,10060,en,11/9/2005,117,Get Rich or Die Tryin',6.3,Jim Sheridan
Crime Action Adventure,11398,en,8/23/2000,117,The Art of War,5.6,Christian Duguay
Drama Romance,1833,en,11/23/2005,135,Rent,6.7,Chris Columbus
Drama Horror Thriller Crime,10391,en,8/11/2000,107,Bless the Child,4.9,Chuck Russell
Comedy,8970,en,4/2/1999,90,The Out-of-Towners,5,Sam Weisman
Fantasy Horror Science Fiction,9306,en,8/23/1996,96,The Island of Dr. Moreau,4.6,John Frankenheimer
Action Adventure Drama,11370,en,9/7/2001,104,The Musketeer,5.2,Peter Hyams
Drama,12184,en,2/28/2008,115,The Other Boleyn Girl,6.4,Justin Chadwick
Drama Romance,1921,en,2/16/2001,119,Sweet November,6.4,Pat O'Connor
Horror,1683,en,4/5/2007,99,The Reaping,5.4,Stephen Hopkins
Drama Crime,203,en,10/2/1973,110,Mean Streets,7.2,Martin Scorsese
Comedy War,11858,en,6/3/1994,128,Renaissance Man,5.9,Penny Marshall
Action Thriller Crime Drama,62835,en,7/27/2011,108,Colombiana,6.5,Olivier Megaton
Fantasy Animation Drama Romance Family,18937,en,5/15/1998,86,Quest for Camelot,6.9,Frederik Du Chau
Crime Drama Mystery,13536,en,9/6/2002,108,City By The Sea,5.7,Michael Caton-Jones
Drama Romance,15556,en,1/15/1999,128,At First Sight,5.9,Irwin Winkler
Action,10718,en,1/16/2004,84,Torque,4.7,Joseph Kahn
Drama Thriller,11062,en,2/16/1996,111,City Hall,6,Harold Becker
Drama,10802,en,9/22/1995,128,Showgirls,4.9,Paul Verhoeven
Drama History,1887,en,5/24/2006,123,Marie Antoinette,6.5,Sofia Coppola
Action Crime Drama Thriller,6071,en,4/21/1995,101,Kiss of Death,5.7,Barbet Schroeder
Action Drama Thriller Crime,10461,en,10/6/2000,102,Get Carter,4.8,Stephen T. Kay
Thriller Drama,80278,en,9/9/2012,113,The Impossible,7,Juan Antonio Bayona
Action Adventure Comedy,12704,en,5/15/1987,107,Ishtar,4.2,Elaine May
Adventure Animation Comedy Family,10315,en,10/23/2009,87,Fantastic Mr. Fox,7.5,Wes Anderson
Comedy Drama Romance,16643,en,4/26/2002,103,Life or Something Like It,5.7,Stephen Herek
Comedy Fantasy Science Fiction,2687,en,2/28/1992,99,Memoirs of an Invisible Man,5.7,John Carpenter
Comedy Romance,194,fr,4/25/2001,122,Amélie,7.8,Jean-Pierre Jeunet
Comedy,11025,en,5/1/2004,91,New York Minute,5.5,Dennie Gordon
Comedy,8849,en,10/22/2004,103,Alfie,5.6,Charles Shyer
Adventure Drama Romance,78698,en,2/2/2012,107,Big Miracle,6.6,Ken Kwapis
Drama Mystery,30943,en,3/12/1999,106,The Deep End of the Ocean,5.9,Ulu Grosbard
Horror Thriller,9544,en,8/9/2002,101,FearDotCom,3.2,William Malone
Adventure Fantasy Action Thriller,24418,en,10/23/2009,109,Cirque du Freak: The Vampire's Assistant,5.5,Paul Weitz
Action Comedy Thriller,7288,en,9/26/2003,89,Duplex,5.9,Danny DeVito
Comedy Music,14655,en,11/7/2008,103,Soul Men,6.3,Malcolm D. Lee
Action Drama Thriller,24575,en,1/1/1980,115,Raise the Titanic,5.2,Jerry Jameson
Action Science Fiction,10366,en,8/5/1999,82,Universal Soldier: The Return,4.2,Mic Rodgers
Action Horror Mystery Science Fiction Thriller,19898,en,9/8/2009,108,Pandorum,6.5,Christian Alvart
Action Science Fiction Thriller,4965,en,12/3/2001,102,Impostor,6.1,Gary Fleder
Action Adventure Drama Thriller,15074,en,11/27/2002,93,Extreme Ops,5,Christian Duguay
Comedy Fantasy Science Fiction,56715,en,4/6/2001,88,Just Visiting,4.8,Jean-Marie Poir\u00e9
Science Fiction Thriller,1272,en,4/5/2007,107,Sunshine,7,Danny Boyle
Drama Comedy,72358,en,3/7/2012,91,A Thousand Words,6,Brian Robbins
Adventure Fantasy Animation Comedy Science Fiction,20542,en,12/12/2008,94,Delgo,5.4,Marc F. Adler
Action Drama Crime,266396,en,2/16/2015,115,The Gunman,5.5,Pierre Morel
Adventure Action Family,9978,en,7/21/2006,93,Stormbreaker,5.1,Geoffrey Sax
Thriller Drama Mystery,8271,en,4/12/2007,105,Disturbia,6.6,D.J. Caruso
Action Crime Thriller Drama,10428,en,9/14/1995,107,Hackers,6.2,Iain Softley
Action Adventure Thriller Drama,5353,en,9/3/2007,101,The Hunting Party,6.6,Richard Shepard
Comedy Drama,11934,en,3/11/1994,111,The Hudsucker Proxy,7.1,Joel Coen
Action Drama History,14392,zh,12/12/2007,126,The Warlords,6.3,Peter Chan
Action History War,19495,en,7/17/2005,112,Nomad: The Warrior,4.3,Sergei Bodrov Jr.
Action Science Fiction Drama,110415,ko,8/1/2013,126,Snowpiercer,6.7,Bong Joon-ho
Adventure Animation Comedy Family Fantasy,77459,fr,10/12/2011,90,A Monster in Paris,6.5,Bibo Bergeron
Action Comedy,26486,en,9/24/2004,90,The Last Shot,5.9,Jeff Nathanson
Fantasy Action Thriller,9495,en,5/11/1994,102,The Crow,7.3,Alex Proyas
Action Adventure War History,256040,te,7/10/2015,159,Baahubali: The Beginning,7.5,S.S. Rajamouli
Drama Romance Fantasy,24420,en,8/14/2009,107,The Time Traveler's Wife,6.7,Robert Schwentke
Comedy,1257,en,2/2/2007,102,Because I Said So,5.8,Michael Lehmann
Animation Comedy Family,62214,en,10/4/2012,87,Frankenweenie,6.6,Tim Burton
Science Fiction Action Adventure Thriller,16320,en,8/25/2005,119,Serenity,7.4,Joss Whedon
Romance Drama,8842,en,2/20/2004,106,Against the Ropes,4.5,Charles S. Dutton
Comedy Action Adventure Fantasy Science Fiction,9531,en,6/17/1983,125,Superman III,5.3,Richard Lester
Comedy,64807,en,12/25/2013,113,Grudge Match,6,Peter Segal
Adventure Drama Action,12289,zh,7/10/2008,150,Red Cliff,7.1,John Woo
Comedy Romance,11529,en,9/26/2002,108,Sweet Home Alabama,6,Andy Tennant
Comedy Romance,20943,en,7/24/2009,96,The Ugly Truth,6.4,Robert Luketic
Comedy Family,9099,en,3/29/1996,90,Sgt. Bilko,5.5,Jonathan Lynn
Action Adventure Family,9488,en,8/7/2002,100,Spy Kids 2: The Island of Lost Dreams,5.3,Robert Rodriguez
Science Fiction Action Adventure Thriller,193,en,11/17/1994,118,Star Trek: Generations,6.4,David Carson
Action Drama History,44865,zh,1/8/2013,130,The Grandmaster,6.3,Wong Kar-wai
Drama Romance,55787,en,3/15/2011,120,Water for Elephants,6.7,Francis Lawrence
Adventure Family Fantasy Animation,257932,zh,5/20/2014,88,Dragon Nest: Warriors' Dawn,6.8,Yuefeng Song
Drama,10400,en,9/17/1999,146,The Hurricane,7.2,Norman Jewison
Drama Thriller,1957,en,5/24/2002,114,Enough,6.2,Michael Apted
Crime Comedy Romance,10833,en,3/23/2001,123,Heartbreakers,5.7,David Mirkin
Action Comedy Family,256961,en,4/16/2015,94,Paul Blart: Mall Cop 2,5,Andy Fickman
Drama Romance Thriller,5852,en,5/15/2001,102,Angel Eyes,5.6,Luis Mandoki
Comedy,12312,en,12/21/2001,99,Joe Somebody,5.5,John Pasquin
Horror Mystery Thriller,622,en,8/24/1999,133,The Ninth Gate,6.3,Roman Polanski
Drama Thriller,11306,en,9/27/1996,118,Extreme Measures,5.7,Michael Apted
Music Drama Comedy,12508,en,9/4/2001,105,Rock Star,6,Stephen Herek
Drama,25793,en,11/6/2009,110,Precious,6.9,Lee Daniels
Action Drama,10534,en,2/2/1996,129,White Squall,6.3,Ridley Scott
Horror Mystery Science Fiction,1091,en,6/25/1982,109,The Thing,7.8,John Carpenter
Science Fiction Action Thriller,87421,en,9/2/2013,119,Riddick,6.2,David Twohy
Action Adventure Mystery Thriller,10871,en,10/31/1997,118,Switchback,5.8,Jeb Stuart
Action Western,13503,en,11/30/2001,110,Texas Rangers,5.4,Steve Miner
Adventure Family Fantasy,13600,en,10/7/2008,90,City of Ember,6.2,Gil Kenan
Drama,68722,en,9/7/2012,137,The Master,7,Paul Thomas Anderson
Adventure Action Comedy Romance,14324,en,12/17/2007,93,Virgin Territory,4.3,David Leland
Drama,14325,en,10/10/2008,130,The Express,7.1,Gary Fleder
Adventure Science Fiction,299687,en,1/14/2016,112,The 5th Wave,5.6,J Blakeson
Drama,312221,en,11/25/2015,133,Creed,7.3,Ryan Coogler
Crime Drama Thriller,23168,en,9/15/2010,125,The Town,7,Ben Affleck
Romance Comedy Drama,76494,en,5/17/2012,110,What to Expect When You're Expecting,5.8,Kirk Jones
Comedy Drama,4944,en,9/5/2008,96,Burn After Reading,6.5,Joel Coen
Adventure Comedy Family Fantasy,10488,en,4/3/2008,96,Nim's Island,5.6,Jennifer Flackett
Drama Action,96721,en,9/2/2013,123,Rush,7.7,Ron Howard
Drama,334,en,12/8/1999,188,Magnolia,7.5,Paul Thomas Anderson
Action Comedy Crime,23742,en,2/26/2010,107,Cop Out,5.3,Kevin Smith
Comedy Romance,259694,en,1/21/2016,110,How to Be Single,5.9,Christian Ditter
Drama Family,62837,en,9/23/2011,113,Dolphin Tale,6.7,Charles Martin Smith
Adventure Fantasy Drama Romance,8966,en,11/20/2008,122,Twilight,5.8,Catherine Hardwicke
Drama Thriller Crime,8470,en,2/15/2002,116,John Q,7,Nick Cassavetes
Action Comedy Crime,11001,en,9/17/1999,93,Blue Streak,6.1,Les Mayfield
Comedy Crime,138832,en,8/7/2013,110,We're the Millers,6.8,Rawson Marshall Thurber
Action Fantasy Science Fiction Thriller,16911,ru,12/18/2008,115,The Inhabited Island,5.3,Fyodor Bondarchuk
Drama Action Thriller,2163,en,5/2/1997,95,Breakdown,6.6,Jonathan Mostow
Adventure Action Thriller,36670,en,10/7/1983,134,Never Say Never Again,5.8,Irvin Kershner
Science Fiction Comedy Adventure,23048,en,3/26/2010,101,Hot Tub Time Machine,6,Steve Pink
Family Drama,227735,en,9/12/2014,107,Dolphin Tale 2,6.7,Charles Martin Smith
Thriller,2155,en,2/25/2000,124,Reindeer Games,5.4,John Frankenheimer
Action Drama,8409,en,4/4/2003,109,A Man Apart,5.8,F. Gary Gray
Drama Comedy Romance,222936,en,5/27/2015,105,Aloha,5.2,Cameron Crowe
History Drama,31908,en,12/20/1996,130,Ghosts of Mississippi,6.2,Rob Reiner
Drama Romance,10219,en,12/22/1999,127,Snow Falling on Cedars,6.3,Scott Hicks
Drama Thriller Horror,48171,en,1/28/2011,114,The Rite,5.8,Mikael H\u00e5fstr\u00f6m
Thriller Science Fiction Mystery Romance,782,en,9/7/1997,106,Gattaca,7.5,Andrew Niccol
Drama Comedy,75531,de,1/28/2000,95,Isn't She Great,4.6,Andrew Bergman
